datetime,close_ce,close_pe,MinutePnL,CumulativePnL
2025-10-24 09:43:00,151.5,78.65,0.0,0.0
2025-10-24 09:44:00,153.5,76.05,0.5999999999999943,44.999999999999574
2025-10-24 09:45:00,138.65,86.6,4.900000000000006,367.50000000000045
2025-10-24 09:46:00,143.15,84.5,2.5,187.5
2025-10-24 09:47:00,139.05,86.3,4.799999999999983,359.99999999999875
2025-10-24 09:48:00,142.1,83.25,4.800000000000011,360.00000000000085
2025-10-24 09:49:00,138.35,87.35,4.450000000000017,333.75000000000125
2025-10-24 09:50:00,127.05,93.75,9.349999999999994,701.2499999999995
2025-10-24 09:51:00,132.8,88.35,9.0,675.0
2025-10-24 09:52:00,129.85,92.2,8.099999999999994,607.4999999999995
2025-10-24 09:53:00,129.5,91.0,9.650000000000006,723.7500000000005
2025-10-24 09:54:00,125.6,94.1,10.450000000000017,783.7500000000013
2025-10-24 09:55:00,129.9,90.55,9.700000000000017,727.5000000000013
2025-10-24 09:56:00,136.15,84.3,9.700000000000017,727.5000000000013
2025-10-24 09:57:00,135.5,83.9,10.75,806.25
2025-10-24 09:58:00,135.65,83.15,11.349999999999994,851.2499999999995
2025-10-24 09:59:00,140.05,79.4,10.699999999999989,802.4999999999991
2025-10-24 10:00:00,136.65,82.1,11.400000000000006,855.0000000000005
2025-10-24 10:01:00,136.15,82.95,11.049999999999983,828.7499999999987
2025-10-24 10:02:00,140.1,79.1,10.950000000000017,821.2500000000013
2025-10-24 10:03:00,139.0,80.0,11.150000000000006,836.2500000000005
2025-10-24 10:04:00,129.1,87.0,14.050000000000011,1053.750000000001
2025-10-24 10:05:00,132.25,86.45,11.450000000000017,858.7500000000013
2025-10-24 10:06:00,133.6,83.15,13.400000000000006,1005.0000000000005
2025-10-24 10:07:00,136.2,81.3,12.650000000000006,948.7500000000005
2025-10-24 10:08:00,139.35,78.85,11.950000000000017,896.2500000000013
2025-10-24 10:09:00,138.7,79.85,11.600000000000023,870.0000000000017
2025-10-24 10:10:00,134.7,82.25,13.200000000000017,990.0000000000013
2025-10-24 10:11:00,136.65,80.75,12.75,956.25
2025-10-24 10:12:00,124.85,88.9,16.400000000000006,1230.0000000000005
2025-10-24 10:13:00,124.25,90.8,15.099999999999994,1132.4999999999995
2025-10-24 10:14:00,121.5,91.4,17.25,1293.75
2025-10-24 10:15:00,116.45,95.8,17.900000000000006,1342.5000000000005
2025-10-24 10:16:00,120.15,92.0,18.0,1350.0
2025-10-24 10:17:00,110.6,100.15,19.400000000000006,1455.0000000000005
